employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_00818_00001,Paul Lee,Male,44,Marketing,Marketing Manager,5,2,1,1,2,15878,14,2,3,3,9,24,Travel_Frequently,No
EMP_COMP_GOOD_00818_00002,Richard Perez,Female,27,Research and Development,Accountant,3,4,2,1,4,11627,21,3,2,2,5,3,Travel_Rarely,Yes
EMP_COMP_GOOD_00818_00003,Barbara Walker,Female,33,Support,Financial Analyst,5,3,1,3,2,11757,12,3,10,4,12,18,Travel_Frequently,No
EMP_COMP_GOOD_00818_00004,Emily Sanchez,Female,38,Marketing,IT Administrator,4,2,2,3,3,8480,19,2,10,7,13,8,Travel_Frequently,No
EMP_COMP_GOOD_00818_00005,Joseph Davis,Male,24,Research and Development,Operations Manager,2,4,2,4,2,9097,21,0,7,3,9,18,Travel_Rarely,Yes
EMP_COMP_GOOD_00818_00006,Barbara Wilson,Male,27,Marketing,Research Scientist,1,3,2,1,4,5713,24,2,6,6,7,17,Travel_Frequently,No
EMP_COMP_GOOD_00818_00007,Michelle Davis,Male,25,Human Resources,Sales Representative,1,3,4,1,4,5462,11,3,9,3,17,10,Travel_Frequently,No
EMP_COMP_GOOD_00818_00008,Patricia Moore,Female,25,Operations,HR Manager,2,1,2,3,1,8968,15,0,15,6,17,8,Travel_Rarely,No
EMP_COMP_GOOD_00818_00009,Richard Miller,Male,36,Marketing,Business Analyst,3,3,3,2,3,4724,18,0,1,1,3,22,Travel_Rarely,Yes
EMP_COMP_GOOD_00818_00010,Nancy Johnson,Female,45,Support,HR Manager,3,2,2,1,4,9851,25,2,3,3,7,22,Travel_Frequently,No
EMP_COMP_GOOD_00818_00011,Matthew Lee,Male,39,Engineering,Accountant,5,3,2,3,2,5953,19,3,5,1,6,18,Travel_Frequently,No
EMP_COMP_GOOD_00818_00012,Dorothy Lee,Male,28,Support,Software Engineer,1,1,3,2,3,4819,13,3,2,2,10,8,Travel_Rarely,Yes
EMP_COMP_GOOD_00818_00013,Donald Smith,Male,30,Legal,Support Specialist,5,2,3,4,1,11173,17,3,13,8,17,2,Travel_Frequently,No
EMP_COMP_GOOD_00818_00014,Kimberly Lopez,Female,53,Finance,Support Specialist,1,1,1,2,3,11800,14,1,15,9,22,18,Non-Travel,No
EMP_COMP_GOOD_00818_00015,Kenneth Lopez,Female,43,Sales,Accountant,2,3,1,3,3,7777,20,3,11,8,13,16,Travel_Rarely,No
EMP_COMP_GOOD_00818_00016,Lisa Davis,Male,49,Research and Development,IT Administrator,4,3,3,2,4,14717,21,2,1,1,4,28,Non-Travel,No
EMP_COMP_GOOD_00818_00017,Betty Miller,Female,45,Human Resources,Research Scientist,5,1,1,3,2,3507,25,3,6,6,6,1,Non-Travel,No
EMP_COMP_GOOD_00818_00018,Charles Lopez,Male,48,Engineering,Business Analyst,2,1,3,4,1,3542,12,2,12,3,20,17,Travel_Rarely,No
EMP_COMP_GOOD_00818_00019,Mark Walker,Male,56,Finance,Software Engineer,1,4,1,2,3,9996,13,0,2,2,2,15,Travel_Rarely,No
EMP_COMP_GOOD_00818_00020,Andrew Moore,Female,55,Finance,IT Administrator,3,4,3,1,1,12490,22,1,4,4,7,17,Travel_Frequently,Yes
EMP_COMP_GOOD_00818_00021,Linda Lewis,Female,57,Support,Accountant,2,1,4,4,1,16247,22,3,15,6,15,22,Travel_Frequently,Yes
EMP_COMP_GOOD_00818_00022,Carol Taylor,Male,48,Operations,Financial Analyst,3,3,3,3,3,11830,17,2,10,10,12,16,Travel_Rarely,Yes
EMP_COMP_GOOD_00818_00023,Thomas Lopez,Female,33,Marketing,Sales Representative,4,1,1,3,3,11083,19,3,0,0,3,25,Non-Travel,Yes
EMP_COMP_GOOD_00818_00024,Barbara Taylor,Female,45,Support,Data Scientist,3,2,4,4,3,5610,19,2,11,3,16,13,Non-Travel,Yes
EMP_COMP_GOOD_00818_00025,Emily Martinez,Female,37,IT,Data Scientist,3,3,4,3,4,14798,11,1,13,9,23,16,Travel_Frequently,Yes
EMP_COMP_GOOD_00818_00026,Anthony Walker,Female,54,Sales,HR Manager,3,3,4,4,4,9113,23,1,9,9,15,23,Travel_Rarely,No
EMP_COMP_GOOD_00818_00027,Anthony Hernandez,Female,23,Engineering,Product Manager,1,3,3,1,2,16269,25,3,14,3,20,6,Travel_Frequently,No
