employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_02179_00001,Elizabeth Hernandez,Male,35,Operations,Business Analyst,1,4,4,2,2,8777,11,3,11,7,15,7,Travel_Frequently,Yes
EMP_COMP_BAD_02179_00002,Charles Smith,Male,56,Legal,Legal Counsel,4,3,1,2,1,9976,17,0,11,9,14,10,Non-Travel,Yes
EMP_COMP_BAD_02179_00003,Carol Johnson,Male,46,Marketing,Financial Analyst,3,4,1,1,4,16178,24,0,12,10,18,11,Non-Travel,No
EMP_COMP_BAD_02179_00004,Paul Clark,Male,55,Sales,Data Scientist,1,3,2,2,1,5295,18,2,6,6,9,9,Travel_Rarely,No
EMP_COMP_BAD_02179_00005,Carol Robinson,Female,39,Research and Development,Financial Analyst,5,1,3,1,1,5123,17,3,2,2,11,17,Travel_Frequently,No
EMP_COMP_BAD_02179_00006,Michelle Smith,Female,29,Sales,Accountant,1,1,2,1,1,9788,19,0,11,10,13,2,Non-Travel,Yes
EMP_COMP_BAD_02179_00007,Charles Ramirez,Female,34,Legal,HR Manager,5,2,2,2,3,6818,14,2,1,1,6,19,Travel_Rarely,No
EMP_COMP_BAD_02179_00008,George Smith,Male,36,Operations,Research Scientist,4,4,1,1,4,11499,22,3,13,0,21,9,Travel_Rarely,No
EMP_COMP_BAD_02179_00009,Dorothy Garcia,Male,46,IT,Legal Counsel,1,2,2,4,2,12319,11,2,2,2,10,22,Travel_Rarely,No
EMP_COMP_BAD_02179_00010,James Gonzalez,Female,55,Finance,Support Specialist,2,4,4,4,2,12696,22,2,1,1,2,11,Non-Travel,No
EMP_COMP_BAD_02179_00011,Betty Perez,Male,23,Support,Operations Manager,3,2,4,4,4,9588,17,0,2,0,5,29,Travel_Rarely,No
