employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_01934_00001,David Williams,Male,39,Legal,Legal Counsel,3,1,3,4,3,5974,25,3,3,3,10,22,Travel_Frequently,Yes
EMP_COMP_GOOD_01934_00002,John Thompson,Male,28,Engineering,IT Administrator,4,1,2,1,1,13149,17,1,3,3,8,7,Non-Travel,No
EMP_COMP_GOOD_01934_00003,Dorothy Wilson,Female,24,IT,Support Specialist,4,4,4,4,4,6492,20,0,7,7,12,5,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00004,Donna Lee,Male,27,Research and Development,Business Analyst,4,1,1,3,4,10420,16,2,8,0,13,8,Travel_Rarely,No
EMP_COMP_GOOD_01934_00005,William Gonzalez,Female,47,IT,Software Engineer,3,2,3,2,3,3502,21,1,8,2,18,27,Non-Travel,No
EMP_COMP_GOOD_01934_00006,Andrew Garcia,Female,56,Human Resources,Business Analyst,1,3,4,1,1,7221,23,0,14,10,22,4,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00007,Donna Jones,Female,34,Operations,Marketing Manager,5,3,1,1,2,5859,20,2,3,3,4,7,Non-Travel,No
EMP_COMP_GOOD_01934_00008,Matthew Garcia,Female,58,Marketing,Product Manager,1,3,3,2,4,8587,17,3,5,2,14,22,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00009,Charles Jones,Female,42,Legal,Software Engineer,4,2,1,2,2,5930,20,2,11,3,18,15,Non-Travel,Yes
EMP_COMP_GOOD_01934_00010,Sarah Rodriguez,Male,35,Engineering,Sales Representative,2,1,4,1,1,5321,23,1,3,3,9,27,Travel_Rarely,No
EMP_COMP_GOOD_01934_00011,Michael Williams,Female,42,Support,Product Manager,4,3,1,3,2,10302,24,3,6,6,15,1,Non-Travel,Yes
EMP_COMP_GOOD_01934_00012,Daniel Smith,Female,41,Finance,Software Engineer,1,3,3,2,3,15256,11,0,1,1,11,20,Travel_Frequently,Yes
EMP_COMP_GOOD_01934_00013,Sandra Wilson,Male,46,Sales,HR Manager,2,1,2,1,3,5753,12,3,3,1,9,16,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00014,Jennifer Harris,Male,24,Engineering,Business Analyst,5,4,2,4,1,9708,15,1,12,5,20,12,Travel_Frequently,No
EMP_COMP_GOOD_01934_00015,Susan White,Female,27,Support,Data Scientist,3,4,4,2,2,11365,12,1,14,5,17,8,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00016,Elizabeth Smith,Female,46,Finance,HR Manager,5,3,3,2,1,7736,19,0,11,2,17,12,Non-Travel,No
EMP_COMP_GOOD_01934_00017,David Taylor,Male,50,Operations,IT Administrator,5,1,1,4,3,6227,12,2,1,1,4,8,Non-Travel,Yes
EMP_COMP_GOOD_01934_00018,Betty Rodriguez,Female,55,Sales,Sales Representative,3,3,1,3,2,3876,12,0,1,1,1,22,Non-Travel,No
EMP_COMP_GOOD_01934_00019,Elizabeth Martin,Male,22,Legal,Operations Manager,5,4,2,3,1,11806,12,2,0,0,8,16,Travel_Rarely,No
EMP_COMP_GOOD_01934_00020,Betty Walker,Male,24,Finance,Product Manager,5,3,2,1,3,9651,14,3,7,7,9,13,Travel_Frequently,No
EMP_COMP_GOOD_01934_00021,Thomas Miller,Female,29,Operations,Business Analyst,3,4,4,4,2,5029,24,2,11,6,15,29,Travel_Frequently,No
EMP_COMP_GOOD_01934_00022,Karen Smith,Female,47,Research and Development,Marketing Manager,2,4,3,2,3,6461,18,3,0,0,10,10,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00023,Emily Thomas,Male,53,Research and Development,Accountant,3,3,3,2,3,7219,24,2,8,4,10,6,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00024,Jennifer Gonzalez,Female,49,Human Resources,Sales Representative,5,4,2,3,4,9632,25,3,12,5,15,13,Non-Travel,Yes
EMP_COMP_GOOD_01934_00025,Linda Perez,Female,32,IT,Legal Counsel,1,2,4,1,4,5739,18,2,13,4,22,26,Travel_Frequently,Yes
EMP_COMP_GOOD_01934_00026,Matthew Moore,Female,47,Legal,Accountant,1,1,1,1,1,8633,20,0,8,7,9,8,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00027,Robert Robinson,Female,32,Engineering,Product Manager,3,4,4,2,1,9230,18,2,6,6,16,27,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00028,Joseph Robinson,Male,58,Legal,HR Manager,5,4,2,1,4,11689,15,1,13,4,23,6,Travel_Rarely,No
EMP_COMP_GOOD_01934_00029,Elizabeth Jackson,Male,33,Support,Business Analyst,4,2,3,3,2,15666,22,3,13,6,20,4,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00030,Elizabeth Perez,Female,37,Sales,IT Administrator,5,1,3,3,2,7703,25,0,4,2,4,13,Non-Travel,Yes
EMP_COMP_GOOD_01934_00031,Amanda Smith,Male,35,Sales,Sales Representative,4,1,4,1,4,8865,19,3,4,4,9,13,Travel_Frequently,No
EMP_COMP_GOOD_01934_00032,Thomas Thomas,Male,56,Research and Development,Sales Representative,1,4,4,3,2,5975,24,1,14,9,16,1,Non-Travel,No
EMP_COMP_GOOD_01934_00033,Susan Rodriguez,Female,48,Operations,Software Engineer,5,2,3,2,4,13358,18,2,1,0,8,11,Non-Travel,Yes
EMP_COMP_GOOD_01934_00034,Charles Hernandez,Female,38,Finance,Product Manager,2,2,3,4,4,14924,13,0,13,7,22,26,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00035,Nancy Hernandez,Female,28,Engineering,Sales Representative,3,4,3,4,4,9940,11,3,11,9,19,16,Travel_Frequently,Yes
EMP_COMP_GOOD_01934_00036,George White,Male,32,Research and Development,Sales Representative,3,4,4,3,1,9724,22,1,6,6,8,16,Non-Travel,Yes
EMP_COMP_GOOD_01934_00037,Kevin Lewis,Female,22,Legal,Sales Representative,3,4,2,3,2,8755,17,1,5,4,12,1,Non-Travel,Yes
EMP_COMP_GOOD_01934_00038,Kenneth Thomas,Male,50,Support,Accountant,1,1,1,2,2,12854,12,3,8,1,9,22,Travel_Frequently,No
EMP_COMP_GOOD_01934_00039,John Walker,Male,25,IT,Product Manager,2,3,4,4,2,3965,15,3,4,4,9,28,Travel_Rarely,No
EMP_COMP_GOOD_01934_00040,Kimberly Ramirez,Female,33,Research and Development,Legal Counsel,3,3,4,4,2,8190,19,2,7,6,14,11,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00041,Linda Jackson,Male,24,Operations,Research Scientist,2,3,3,4,4,8727,25,0,6,6,13,13,Non-Travel,No
EMP_COMP_GOOD_01934_00042,Kenneth Thomas,Female,29,Human Resources,Sales Representative,2,2,4,1,2,6201,16,1,14,5,21,15,Travel_Rarely,No
EMP_COMP_GOOD_01934_00043,Joseph Gonzalez,Male,55,Finance,Sales Representative,2,3,4,3,1,7669,20,1,1,1,7,21,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00044,Dorothy Smith,Female,27,Finance,Sales Representative,1,4,1,3,1,5101,22,1,8,7,13,11,Travel_Rarely,Yes
EMP_COMP_GOOD_01934_00045,Donna Wilson,Female,41,Research and Development,Accountant,5,4,3,2,1,16323,25,3,15,5,15,16,Travel_Frequently,Yes
EMP_COMP_GOOD_01934_00046,Kenneth Anderson,Male,45,Legal,Marketing Manager,5,3,2,2,3,15965,14,2,6,2,6,18,Travel_Frequently,No
EMP_COMP_GOOD_01934_00047,Nancy Perez,Female,29,Legal,Software Engineer,4,4,3,4,2,7127,13,0,10,8,20,5,Non-Travel,No
