employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_01143_00001,Barbara Martin,Male,53,Sales,Data Scientist,4,2,4,3,1,9433,17,2,11,6,19,16,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00002,George Rodriguez,Female,26,Research and Development,Software Engineer,1,1,4,4,3,3843,22,0,11,2,15,5,Travel_Frequently,No
EMP_COMP_GOOD_01143_00003,Melissa Perez,Male,32,Engineering,Financial Analyst,4,3,1,1,3,9668,15,3,9,7,15,22,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00004,Linda Lewis,Female,32,Marketing,Sales Representative,3,4,1,4,1,12785,25,2,2,2,5,29,Travel_Rarely,Yes
EMP_COMP_GOOD_01143_00005,Joshua Moore,Male,43,Legal,Accountant,1,1,4,2,4,8027,25,0,12,8,15,6,Non-Travel,Yes
EMP_COMP_GOOD_01143_00006,Melissa Jones,Female,37,IT,Sales Representative,5,2,1,2,4,6807,25,3,3,3,8,3,Non-Travel,No
EMP_COMP_GOOD_01143_00007,Margaret Rodriguez,Female,28,IT,Marketing Manager,1,1,4,1,2,9758,17,2,0,0,1,14,Non-Travel,Yes
EMP_COMP_GOOD_01143_00008,John Moore,Female,25,Operations,Marketing Manager,1,4,2,1,2,16197,17,2,14,1,19,9,Non-Travel,No
EMP_COMP_GOOD_01143_00009,Nancy Martin,Male,44,IT,Research Scientist,5,1,2,1,2,16210,15,2,2,2,10,3,Non-Travel,No
EMP_COMP_GOOD_01143_00010,Emily Williams,Male,29,Human Resources,Financial Analyst,1,1,3,1,4,10379,24,0,10,3,11,17,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00011,John Brown,Female,50,Marketing,Research Scientist,1,1,2,3,1,11292,15,1,5,1,7,11,Non-Travel,Yes
EMP_COMP_GOOD_01143_00012,Thomas Clark,Female,48,Finance,Data Scientist,3,1,3,1,1,8572,17,3,12,6,14,14,Non-Travel,No
EMP_COMP_GOOD_01143_00013,Nancy Brown,Male,29,Human Resources,Sales Representative,3,3,3,2,2,14793,15,0,10,9,16,15,Non-Travel,Yes
EMP_COMP_GOOD_01143_00014,Thomas Walker,Female,54,Human Resources,Support Specialist,1,4,3,2,1,6527,14,3,0,0,6,10,Non-Travel,Yes
EMP_COMP_GOOD_01143_00015,Joseph Wilson,Male,50,IT,Accountant,3,1,3,3,2,9939,25,3,10,2,17,21,Non-Travel,Yes
EMP_COMP_GOOD_01143_00016,John Lopez,Male,40,Human Resources,Marketing Manager,4,1,1,3,2,6722,14,3,10,7,18,21,Non-Travel,Yes
EMP_COMP_GOOD_01143_00017,David Martin,Male,49,Engineering,Research Scientist,1,2,2,1,3,13494,24,0,2,1,8,14,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00018,George Davis,Female,46,Research and Development,Software Engineer,4,3,4,1,3,15898,22,3,7,6,16,2,Travel_Rarely,No
EMP_COMP_GOOD_01143_00019,George Miller,Female,26,Engineering,Legal Counsel,2,3,4,3,2,7413,16,1,15,3,17,29,Travel_Frequently,No
EMP_COMP_GOOD_01143_00020,George Garcia,Female,30,Human Resources,Accountant,3,2,2,2,3,12203,20,3,11,3,13,8,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00021,Sarah Wilson,Male,24,Support,IT Administrator,3,1,2,2,3,12141,13,2,0,0,5,12,Travel_Rarely,No
EMP_COMP_GOOD_01143_00022,Anthony Lewis,Female,32,Human Resources,Product Manager,4,4,2,2,4,14727,12,0,8,3,10,2,Travel_Frequently,No
EMP_COMP_GOOD_01143_00023,Christopher Rodriguez,Female,56,Sales,IT Administrator,4,3,3,4,2,12788,19,3,2,2,10,21,Non-Travel,Yes
EMP_COMP_GOOD_01143_00024,Steven Moore,Female,33,Marketing,Sales Representative,2,3,4,4,1,5971,13,1,13,6,17,8,Non-Travel,No
EMP_COMP_GOOD_01143_00025,Kimberly Moore,Female,48,IT,Operations Manager,1,4,2,2,3,6815,16,2,13,2,15,18,Non-Travel,No
EMP_COMP_GOOD_01143_00026,Lisa Lopez,Male,49,Operations,Financial Analyst,5,2,4,4,1,12457,17,2,1,1,9,17,Non-Travel,No
EMP_COMP_GOOD_01143_00027,Amanda White,Female,31,Research and Development,Product Manager,1,4,4,3,1,15252,21,3,14,2,22,15,Non-Travel,Yes
EMP_COMP_GOOD_01143_00028,Nancy Jackson,Male,34,Sales,Operations Manager,2,1,1,3,1,9067,24,3,6,6,11,16,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00029,Anthony Sanchez,Female,30,Operations,Product Manager,5,3,4,2,4,6091,23,3,13,0,20,24,Travel_Frequently,Yes
EMP_COMP_GOOD_01143_00030,Ashley Lewis,Male,56,Support,HR Manager,1,1,3,4,4,9989,18,1,14,6,20,14,Travel_Frequently,No
EMP_COMP_GOOD_01143_00031,James Lewis,Female,45,Engineering,Data Scientist,2,4,3,2,1,10471,21,1,13,2,16,4,Non-Travel,No
EMP_COMP_GOOD_01143_00032,George Clark,Female,25,Legal,Research Scientist,3,3,2,3,3,11100,25,0,4,4,7,1,Non-Travel,No
EMP_COMP_GOOD_01143_00033,Melissa Williams,Male,40,Engineering,Operations Manager,5,2,1,2,2,3693,23,0,13,6,23,15,Travel_Rarely,Yes
EMP_COMP_GOOD_01143_00034,Sarah Martinez,Male,52,Research and Development,IT Administrator,2,2,4,4,3,7908,24,1,3,0,8,23,Non-Travel,Yes
EMP_COMP_GOOD_01143_00035,David Perez,Female,30,Engineering,Data Scientist,5,3,4,3,1,9892,15,1,2,2,2,24,Travel_Rarely,No
EMP_COMP_GOOD_01143_00036,Michael Smith,Female,58,Marketing,Financial Analyst,1,2,3,3,1,8910,25,0,13,1,18,16,Non-Travel,Yes
EMP_COMP_GOOD_01143_00037,Christopher Perez,Male,27,Operations,Accountant,4,3,2,4,1,6983,16,0,15,1,18,11,Travel_Frequently,No
EMP_COMP_GOOD_01143_00038,Donald Davis,Female,28,Human Resources,Accountant,3,2,3,4,4,6630,17,3,8,5,18,28,Non-Travel,Yes
EMP_COMP_GOOD_01143_00039,Brian Hernandez,Male,42,Human Resources,Legal Counsel,5,3,1,3,4,7038,11,0,14,3,18,17,Non-Travel,No
EMP_COMP_GOOD_01143_00040,James White,Female,40,Sales,Accountant,5,1,2,2,2,8132,16,2,9,2,9,12,Travel_Rarely,Yes
EMP_COMP_GOOD_01143_00041,Patricia Sanchez,Male,58,Operations,Software Engineer,1,2,2,3,3,9577,15,1,8,7,15,1,Travel_Rarely,No
EMP_COMP_GOOD_01143_00042,Carol Davis,Female,37,Support,Financial Analyst,5,4,4,3,1,16274,19,2,3,3,7,6,Non-Travel,No
EMP_COMP_GOOD_01143_00043,Elizabeth Taylor,Female,33,Marketing,Business Analyst,5,2,3,1,4,12994,25,1,4,1,13,27,Non-Travel,No
EMP_COMP_GOOD_01143_00044,Dorothy Smith,Male,53,Finance,Legal Counsel,1,4,1,3,4,10647,24,3,5,5,11,15,Non-Travel,Yes
EMP_COMP_GOOD_01143_00045,Margaret Gonzalez,Female,45,Legal,IT Administrator,1,1,1,2,2,5987,16,2,14,1,18,19,Travel_Frequently,No
EMP_COMP_GOOD_01143_00046,Emily Lopez,Male,34,Human Resources,Operations Manager,1,3,4,4,1,5006,23,1,6,6,12,25,Travel_Frequently,No
EMP_COMP_GOOD_01143_00047,Richard Walker,Male,41,Legal,Data Scientist,1,1,2,4,4,10269,15,0,6,1,12,11,Non-Travel,No
EMP_COMP_GOOD_01143_00048,Elizabeth Jones,Male,49,Human Resources,HR Manager,4,2,4,4,1,9006,12,2,13,3,22,29,Travel_Frequently,Yes
