employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_01448_00001,Susan Miller,Female,35,IT,Financial Analyst,2,3,2,2,1,7511,16,2,0,0,8,13,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00002,Brian Thompson,Female,49,Engineering,Support Specialist,4,4,4,3,1,6389,12,2,13,0,15,23,Travel_Frequently,No
EMP_COMP_BAD_01448_00003,Nancy Robinson,Female,55,Marketing,Research Scientist,5,1,4,3,2,4513,22,3,13,9,13,10,Travel_Rarely,No
EMP_COMP_BAD_01448_00004,William Rodriguez,Male,41,Research and Development,IT Administrator,4,4,4,1,4,11893,14,2,13,8,19,17,Travel_Frequently,No
EMP_COMP_BAD_01448_00005,Robert Anderson,Male,33,Support,Software Engineer,3,1,4,1,3,8554,15,2,6,5,13,25,Travel_Rarely,No
EMP_COMP_BAD_01448_00006,Barbara Rodriguez,Male,41,Engineering,Software Engineer,5,2,4,4,1,12476,24,2,9,4,12,1,Travel_Rarely,No
EMP_COMP_BAD_01448_00007,Matthew Thomas,Male,54,Research and Development,Software Engineer,3,4,1,3,4,11766,20,2,15,2,24,29,Non-Travel,Yes
EMP_COMP_BAD_01448_00008,Elizabeth Wilson,Male,36,Support,IT Administrator,5,2,2,2,3,15395,17,0,2,2,9,8,Travel_Frequently,No
EMP_COMP_BAD_01448_00009,Donna Wilson,Male,49,IT,IT Administrator,3,4,1,1,1,8974,23,3,3,3,13,23,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00010,John Miller,Male,56,Sales,HR Manager,5,2,4,4,3,11984,19,0,4,4,10,12,Non-Travel,Yes
EMP_COMP_BAD_01448_00011,Donald Garcia,Male,48,Operations,Operations Manager,4,3,3,4,4,5941,16,3,1,1,6,16,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00012,James White,Male,32,Sales,Financial Analyst,5,2,4,2,1,9349,24,1,8,8,16,14,Non-Travel,Yes
EMP_COMP_BAD_01448_00013,Anthony White,Male,52,Marketing,Accountant,4,1,3,2,4,10867,22,0,13,1,21,10,Non-Travel,No
EMP_COMP_BAD_01448_00014,Patricia Brown,Male,44,Legal,HR Manager,1,4,2,2,2,11457,22,3,4,4,6,8,Non-Travel,No
EMP_COMP_BAD_01448_00015,Joshua Sanchez,Male,23,IT,IT Administrator,4,2,1,4,3,12185,24,2,12,6,13,11,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00016,Karen Gonzalez,Female,37,Research and Development,Marketing Manager,4,1,2,3,2,14792,11,1,11,8,15,6,Non-Travel,Yes
EMP_COMP_BAD_01448_00017,Susan Ramirez,Male,52,Support,Business Analyst,5,3,3,2,2,5614,20,1,13,0,22,7,Non-Travel,Yes
EMP_COMP_BAD_01448_00018,Charles Wilson,Male,50,Human Resources,Accountant,3,1,4,2,4,10138,13,0,13,9,19,20,Travel_Frequently,No
EMP_COMP_BAD_01448_00019,Emily Davis,Female,57,Sales,HR Manager,1,4,4,4,1,6267,18,3,8,8,16,9,Non-Travel,Yes
EMP_COMP_BAD_01448_00020,Christopher Martin,Female,24,IT,Support Specialist,5,2,4,1,1,6875,16,3,6,1,10,12,Travel_Frequently,No
EMP_COMP_BAD_01448_00021,Paul Martin,Female,22,Human Resources,HR Manager,5,4,2,3,3,11414,11,2,8,8,8,18,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00022,Melissa Anderson,Male,43,Legal,Software Engineer,2,3,1,3,2,7074,13,3,0,0,6,19,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00023,James Thomas,Female,41,Finance,IT Administrator,2,2,3,1,1,5031,25,0,7,7,15,5,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00024,Betty Williams,Female,41,Support,HR Manager,4,3,2,3,4,12896,19,0,10,8,10,24,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00025,Barbara Lee,Male,41,Research and Development,Product Manager,3,3,2,2,1,4386,20,3,15,5,23,2,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00026,Thomas Perez,Male,31,Marketing,HR Manager,1,4,1,4,3,7380,19,1,6,3,11,1,Non-Travel,No
EMP_COMP_BAD_01448_00027,Susan Miller,Male,31,Marketing,IT Administrator,5,1,3,2,2,9257,22,1,11,6,13,29,Travel_Frequently,No
EMP_COMP_BAD_01448_00028,Richard Gonzalez,Male,25,Finance,Business Analyst,1,4,4,2,1,7793,13,2,3,1,8,18,Non-Travel,No
EMP_COMP_BAD_01448_00029,Mary Brown,Male,36,Research and Development,Business Analyst,3,4,4,4,4,4279,18,0,8,6,17,10,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00030,Mark Williams,Female,23,Finance,Sales Representative,3,1,2,3,4,16235,19,1,8,8,16,6,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00031,Carol Anderson,Female,42,Support,Business Analyst,4,3,1,1,4,14740,17,3,0,0,6,27,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00032,William Jackson,Male,31,Legal,Marketing Manager,3,4,4,3,4,16155,16,3,4,4,13,28,Travel_Frequently,Yes
EMP_COMP_BAD_01448_00033,Barbara Harris,Female,50,IT,Sales Representative,4,1,1,2,2,9244,22,0,1,1,1,2,Travel_Rarely,No
EMP_COMP_BAD_01448_00034,Donna Williams,Male,25,Research and Development,Financial Analyst,2,4,3,4,3,4606,13,0,0,0,3,4,Non-Travel,Yes
EMP_COMP_BAD_01448_00035,Steven Sanchez,Male,33,IT,Business Analyst,2,4,2,2,2,16099,25,1,7,4,8,5,Non-Travel,No
EMP_COMP_BAD_01448_00036,James Thomas,Male,44,Human Resources,Product Manager,3,4,2,4,1,5237,23,1,6,6,6,14,Travel_Rarely,No
EMP_COMP_BAD_01448_00037,Karen Lopez,Male,48,Engineering,Marketing Manager,3,3,3,1,4,6739,21,0,4,4,4,29,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00038,Linda Ramirez,Female,27,Sales,Support Specialist,1,2,3,2,4,11350,17,2,9,5,15,7,Non-Travel,Yes
EMP_COMP_BAD_01448_00039,Patricia Taylor,Female,55,Operations,Data Scientist,5,4,4,4,1,11014,21,2,15,6,20,6,Travel_Frequently,No
EMP_COMP_BAD_01448_00040,Sarah Jackson,Male,32,Human Resources,Product Manager,1,1,1,1,4,9950,15,0,13,5,19,22,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00041,Dorothy Ramirez,Female,35,Support,IT Administrator,5,3,1,4,4,7415,13,0,7,3,11,19,Travel_Frequently,No
EMP_COMP_BAD_01448_00042,Sandra Thompson,Female,38,Research and Development,Business Analyst,4,2,2,4,4,8457,17,2,15,2,25,24,Non-Travel,No
EMP_COMP_BAD_01448_00043,Emily Thompson,Female,38,Operations,Research Scientist,4,1,1,1,3,4805,12,0,8,1,15,1,Travel_Rarely,Yes
EMP_COMP_BAD_01448_00044,Mark Perez,Male,52,IT,Legal Counsel,4,4,1,3,4,13006,12,0,3,3,10,16,Non-Travel,Yes
