employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_02299_00001,Emily Taylor,Male,33,Engineering,Data Scientist,1,4,2,3,2,7634,11,3,15,7,25,10,Travel_Rarely,No
EMP_COMP_BAD_02299_00002,Daniel Lewis,Female,45,Finance,HR Manager,2,2,1,1,3,8048,11,3,15,7,19,11,Non-Travel,No
EMP_COMP_BAD_02299_00003,Nancy Williams,Male,38,Research and Development,Operations Manager,5,2,1,1,4,11974,24,0,7,7,11,26,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00004,Robert Perez,Female,33,Research and Development,IT Administrator,2,4,1,2,2,6767,22,1,1,1,4,16,Travel_Rarely,No
EMP_COMP_BAD_02299_00005,James Miller,Male,32,Human Resources,Operations Manager,4,1,3,4,2,8870,14,0,1,0,2,18,Non-Travel,No
EMP_COMP_BAD_02299_00006,William Martin,Male,38,Legal,IT Administrator,5,2,4,4,1,7426,14,0,12,7,18,7,Travel_Frequently,No
EMP_COMP_BAD_02299_00007,William Gonzalez,Female,52,IT,Product Manager,4,1,4,4,4,6125,20,2,13,1,13,8,Travel_Frequently,No
EMP_COMP_BAD_02299_00008,Kimberly Jackson,Male,32,Operations,HR Manager,4,3,1,1,3,9273,20,3,9,7,10,22,Travel_Frequently,Yes
EMP_COMP_BAD_02299_00009,Emily Thomas,Female,34,Human Resources,Marketing Manager,4,1,4,4,2,12101,14,1,10,5,17,27,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00010,Joshua White,Male,28,Research and Development,Marketing Manager,5,2,1,1,2,10476,18,2,2,2,3,29,Travel_Frequently,No
EMP_COMP_BAD_02299_00011,Donald Anderson,Male,47,Research and Development,Operations Manager,1,4,1,2,2,12919,18,0,5,3,5,8,Non-Travel,Yes
EMP_COMP_BAD_02299_00012,Michelle Wilson,Female,37,Engineering,IT Administrator,4,4,1,4,1,11850,16,2,4,1,11,9,Non-Travel,Yes
EMP_COMP_BAD_02299_00013,Nancy Smith,Female,44,IT,IT Administrator,1,1,2,1,2,6004,15,3,1,1,6,25,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00014,Michael Jackson,Female,43,Operations,Data Scientist,2,2,2,4,4,6090,19,2,12,3,20,17,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00015,Ashley Miller,Female,23,Support,Accountant,3,2,3,3,2,10397,14,2,2,2,3,5,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00016,Amanda Anderson,Male,39,Engineering,IT Administrator,4,2,4,1,1,6456,13,0,8,1,8,2,Non-Travel,No
EMP_COMP_BAD_02299_00017,Emily Robinson,Male,39,Legal,Support Specialist,2,1,1,4,1,5016,12,2,13,7,13,29,Non-Travel,No
EMP_COMP_BAD_02299_00018,Mary Williams,Female,58,Operations,Financial Analyst,3,3,3,4,1,8218,12,1,5,2,8,7,Non-Travel,Yes
EMP_COMP_BAD_02299_00019,John Jones,Male,29,Sales,Marketing Manager,1,3,3,4,2,15653,25,2,0,0,1,11,Non-Travel,No
EMP_COMP_BAD_02299_00020,Dorothy Smith,Female,57,Research and Development,Financial Analyst,2,1,4,1,1,9624,23,3,0,0,9,9,Non-Travel,Yes
EMP_COMP_BAD_02299_00021,Patricia Davis,Male,39,Sales,Product Manager,3,2,2,1,1,6513,25,3,1,1,1,15,Travel_Frequently,No
EMP_COMP_BAD_02299_00022,Carol Harris,Female,36,Finance,Business Analyst,3,2,1,1,1,11382,19,0,15,5,19,8,Non-Travel,Yes
EMP_COMP_BAD_02299_00023,Michael Garcia,Male,58,Sales,Financial Analyst,2,2,3,1,3,10741,21,1,9,5,16,21,Travel_Frequently,No
EMP_COMP_BAD_02299_00024,Mary Martin,Female,54,Legal,HR Manager,1,1,4,1,2,8991,22,3,2,2,3,3,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00025,Carol Taylor,Female,29,Engineering,Financial Analyst,5,2,2,4,4,5909,14,0,1,1,1,25,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00026,Brian Rodriguez,Female,51,Operations,Marketing Manager,2,1,1,2,4,10225,24,1,10,1,11,7,Non-Travel,No
EMP_COMP_BAD_02299_00027,Barbara Hernandez,Female,36,Research and Development,Support Specialist,2,1,3,2,1,6246,21,0,11,0,16,3,Non-Travel,No
EMP_COMP_BAD_02299_00028,Mark Taylor,Female,38,IT,Data Scientist,2,2,3,1,1,11960,17,2,15,4,20,21,Travel_Rarely,No
EMP_COMP_BAD_02299_00029,Linda Jones,Male,31,Operations,Product Manager,1,1,4,3,3,7942,24,0,12,7,20,10,Non-Travel,No
EMP_COMP_BAD_02299_00030,Karen Martinez,Female,55,Engineering,Accountant,5,1,2,2,3,10055,19,1,12,6,13,13,Travel_Rarely,No
EMP_COMP_BAD_02299_00031,Andrew Jones,Female,37,Support,Software Engineer,1,4,4,3,1,15168,19,0,2,2,3,8,Travel_Frequently,No
EMP_COMP_BAD_02299_00032,Anthony Gonzalez,Male,29,Support,Research Scientist,3,2,3,3,2,4340,23,0,2,2,11,24,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00033,Ashley White,Male,33,Engineering,Financial Analyst,3,1,2,3,3,7455,14,0,2,2,4,13,Non-Travel,No
EMP_COMP_BAD_02299_00034,Richard Lopez,Female,26,Finance,HR Manager,2,1,2,2,4,11020,12,1,9,6,18,23,Travel_Frequently,No
EMP_COMP_BAD_02299_00035,George Brown,Male,35,Support,HR Manager,3,4,3,3,2,14541,18,2,6,4,16,10,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00036,Mark Thompson,Female,27,Legal,Research Scientist,2,2,4,4,3,8281,22,2,12,2,16,16,Travel_Frequently,Yes
EMP_COMP_BAD_02299_00037,Matthew Lee,Female,29,Finance,Product Manager,5,4,1,2,4,3612,21,3,2,2,8,15,Travel_Rarely,No
EMP_COMP_BAD_02299_00038,Michael Brown,Male,52,Sales,Data Scientist,5,3,1,2,1,7617,12,2,3,3,4,2,Non-Travel,Yes
EMP_COMP_BAD_02299_00039,James Perez,Female,50,IT,Sales Representative,3,1,3,2,3,9374,12,1,0,0,5,2,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00040,Andrew Walker,Male,44,IT,HR Manager,3,2,3,3,3,5459,25,0,11,4,20,16,Non-Travel,No
EMP_COMP_BAD_02299_00041,Thomas Garcia,Female,28,Engineering,Data Scientist,1,2,2,4,2,8743,25,3,6,6,12,27,Travel_Rarely,No
EMP_COMP_BAD_02299_00042,Ashley Martinez,Female,35,Sales,Sales Representative,3,1,3,2,2,15723,11,0,13,8,21,3,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00043,Sandra Davis,Female,24,Sales,Software Engineer,5,2,4,3,1,8544,18,3,2,2,6,22,Travel_Rarely,No
EMP_COMP_BAD_02299_00044,William Rodriguez,Male,37,Human Resources,Marketing Manager,4,2,2,4,2,15790,12,2,5,3,12,5,Travel_Frequently,Yes
EMP_COMP_BAD_02299_00045,Linda Davis,Male,58,Human Resources,Support Specialist,4,1,3,3,4,7937,12,2,6,6,7,27,Non-Travel,No
EMP_COMP_BAD_02299_00046,Susan Williams,Male,22,Engineering,Legal Counsel,3,1,1,4,4,12877,18,0,14,9,14,9,Non-Travel,Yes
EMP_COMP_BAD_02299_00047,Kimberly Clark,Male,42,Sales,Marketing Manager,3,4,1,4,3,8374,12,0,6,6,15,26,Travel_Frequently,Yes
EMP_COMP_BAD_02299_00048,Anthony Martin,Female,35,Marketing,Product Manager,4,2,2,4,3,11237,11,3,15,3,21,16,Travel_Frequently,Yes
EMP_COMP_BAD_02299_00049,Mark White,Female,38,Engineering,Legal Counsel,5,1,3,1,2,11422,15,1,0,0,1,7,Travel_Rarely,Yes
EMP_COMP_BAD_02299_00050,Lisa Anderson,Male,54,Human Resources,Business Analyst,5,4,4,4,1,6293,14,2,9,6,16,12,Non-Travel,No
