employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_00404_00001,Christopher Ramirez,Male,50,Research and Development,Data Scientist,4,2,3,2,1,10925,16,2,2,2,12,10,Travel_Rarely,No
EMP_COMP_GOOD_00404_00002,Kimberly Moore,Male,46,Marketing,Business Analyst,2,3,4,4,4,11531,25,1,7,7,8,3,Travel_Rarely,No
EMP_COMP_GOOD_00404_00003,Joseph Clark,Male,41,Marketing,Support Specialist,5,2,3,3,1,11817,21,3,14,9,20,23,Non-Travel,No
EMP_COMP_GOOD_00404_00004,George Harris,Male,56,Legal,Legal Counsel,4,2,2,2,4,5322,22,0,12,10,21,14,Non-Travel,No
EMP_COMP_GOOD_00404_00005,Lisa Rodriguez,Male,58,Engineering,Sales Representative,1,1,2,4,4,9306,22,1,7,5,10,20,Non-Travel,No
EMP_COMP_GOOD_00404_00006,Anthony Martin,Male,25,Operations,Financial Analyst,1,4,1,4,4,16246,20,0,15,10,19,16,Travel_Rarely,No
EMP_COMP_GOOD_00404_00007,James Ramirez,Female,26,Finance,Operations Manager,2,4,1,3,3,5837,14,2,1,1,2,3,Travel_Rarely,Yes
EMP_COMP_GOOD_00404_00008,Kevin Lee,Male,26,Legal,Operations Manager,3,3,1,1,4,5906,25,2,13,8,21,10,Non-Travel,Yes
EMP_COMP_GOOD_00404_00009,Jennifer Hernandez,Female,58,Legal,Sales Representative,4,4,3,1,4,9096,18,1,7,7,16,22,Travel_Rarely,No
EMP_COMP_GOOD_00404_00010,Mark Lopez,Female,54,Finance,Data Scientist,2,1,3,4,4,15177,20,3,15,4,16,17,Travel_Frequently,Yes
EMP_COMP_GOOD_00404_00011,James Taylor,Female,47,Finance,Accountant,4,1,1,3,4,9590,18,2,6,2,10,18,Non-Travel,No
EMP_COMP_GOOD_00404_00012,Melissa Brown,Female,46,Sales,Accountant,4,3,3,2,3,13369,14,2,13,9,21,28,Travel_Rarely,Yes
EMP_COMP_GOOD_00404_00013,Paul Lewis,Female,25,Human Resources,Legal Counsel,4,4,3,1,3,5152,15,2,0,0,2,24,Non-Travel,No
EMP_COMP_GOOD_00404_00014,Kimberly Gonzalez,Female,38,Engineering,Accountant,5,4,2,1,2,5244,14,2,1,0,10,25,Travel_Frequently,No
EMP_COMP_GOOD_00404_00015,Lisa Gonzalez,Female,39,Legal,Marketing Manager,5,4,4,2,2,3613,22,3,2,2,11,26,Travel_Rarely,No
EMP_COMP_GOOD_00404_00016,Melissa Gonzalez,Male,30,Human Resources,Software Engineer,2,3,2,3,3,3893,24,0,15,6,18,12,Non-Travel,Yes
