employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_02319_00001,Sandra Robinson,Female,56,Human Resources,Marketing Manager,5,3,3,4,3,5074,23,0,13,1,14,8,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00002,Richard Martin,Male,54,Support,Financial Analyst,1,1,3,1,4,14832,12,0,7,7,8,19,Travel_Frequently,Yes
EMP_COMP_BAD_02319_00003,Emily Lewis,Female,40,Legal,Support Specialist,4,4,3,2,1,11646,18,3,8,6,17,29,Travel_Frequently,Yes
EMP_COMP_BAD_02319_00004,Jessica Wilson,Female,50,Research and Development,Accountant,1,1,2,3,1,9245,11,0,8,8,14,8,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00005,Brian Garcia,Female,43,Support,Legal Counsel,4,4,4,1,2,15262,13,3,11,10,18,27,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00006,Joseph Johnson,Female,45,Finance,Marketing Manager,3,3,1,3,3,6763,11,2,8,8,15,12,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00007,Robert Johnson,Female,23,Research and Development,IT Administrator,1,4,1,4,4,6592,19,2,1,0,2,8,Non-Travel,Yes
EMP_COMP_BAD_02319_00008,Steven Jones,Male,37,Human Resources,Research Scientist,5,4,2,4,4,9139,20,2,1,1,8,13,Travel_Frequently,Yes
EMP_COMP_BAD_02319_00009,James Martinez,Male,55,Finance,Marketing Manager,3,1,2,2,3,10998,14,1,3,0,12,24,Non-Travel,No
EMP_COMP_BAD_02319_00010,Patricia Harris,Female,36,IT,Accountant,3,2,1,2,4,11616,19,2,2,2,9,25,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00011,Elizabeth Anderson,Male,54,Finance,Sales Representative,4,1,4,2,1,12634,17,3,1,1,9,19,Travel_Rarely,Yes
EMP_COMP_BAD_02319_00012,Elizabeth Ramirez,Male,39,Marketing,Legal Counsel,5,1,1,2,2,4343,19,2,4,1,9,12,Non-Travel,No
EMP_COMP_BAD_02319_00013,Donna Brown,Male,33,Engineering,Financial Analyst,4,3,3,2,4,8877,22,1,8,5,12,12,Travel_Rarely,No
EMP_COMP_BAD_02319_00014,Mary Sanchez,Male,44,IT,Data Scientist,4,3,2,2,4,4625,14,2,15,4,23,8,Travel_Frequently,No
EMP_COMP_BAD_02319_00015,George Wilson,Male,57,Marketing,Accountant,3,4,1,3,2,6521,19,2,7,4,11,5,Non-Travel,No
