employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_01855_00001,Betty Harris,Female,53,Marketing,Sales Representative,5,3,2,4,2,7600,13,3,13,1,15,16,Non-Travel,Yes
EMP_COMP_GOOD_01855_00002,Dorothy Harris,Male,44,Marketing,Operations Manager,5,1,1,2,4,8952,17,2,0,0,7,11,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00003,Barbara Lewis,Female,39,Marketing,Product Manager,5,2,4,1,3,6916,16,3,9,2,13,14,Travel_Rarely,No
EMP_COMP_GOOD_01855_00004,Robert Martin,Male,44,IT,Legal Counsel,2,1,4,4,4,9415,16,1,15,8,19,13,Non-Travel,No
EMP_COMP_GOOD_01855_00005,Margaret Garcia,Female,54,Support,Data Scientist,1,2,2,2,1,6367,13,0,13,7,18,11,Non-Travel,No
EMP_COMP_GOOD_01855_00006,Mary Martin,Female,37,Operations,Marketing Manager,2,3,4,2,2,8317,24,3,6,1,14,19,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00007,Kimberly Harris,Female,37,Finance,Software Engineer,5,3,4,1,2,6644,21,2,10,9,18,17,Non-Travel,Yes
EMP_COMP_GOOD_01855_00008,Jessica Martinez,Male,37,Marketing,Accountant,4,1,1,4,1,8877,16,2,9,7,14,20,Travel_Frequently,No
EMP_COMP_GOOD_01855_00009,Melissa Lewis,Male,56,Sales,Operations Manager,1,1,2,4,3,7527,17,2,1,1,11,6,Non-Travel,No
EMP_COMP_GOOD_01855_00010,Anthony Anderson,Female,37,Engineering,Data Scientist,1,4,2,2,1,13376,24,0,0,0,5,22,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00011,Barbara Jones,Female,29,Engineering,Software Engineer,3,3,4,4,1,8994,22,0,15,2,17,28,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00012,Sandra Ramirez,Female,22,Sales,Software Engineer,1,1,4,1,4,8911,15,2,9,6,13,7,Non-Travel,Yes
EMP_COMP_GOOD_01855_00013,Joseph Clark,Female,44,IT,Product Manager,4,1,4,1,1,11150,25,3,8,8,9,1,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00014,Kimberly Brown,Male,43,Support,Research Scientist,3,4,1,2,1,7077,17,1,3,3,11,9,Travel_Rarely,No
EMP_COMP_GOOD_01855_00015,Linda Miller,Female,48,IT,Software Engineer,5,4,3,3,3,10451,17,2,10,4,20,4,Non-Travel,No
EMP_COMP_GOOD_01855_00016,Melissa Garcia,Female,24,Marketing,Product Manager,5,3,4,1,2,13162,24,3,1,1,2,17,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00017,Lisa Garcia,Female,25,IT,Marketing Manager,4,1,4,1,1,13071,20,0,13,5,14,21,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00018,Steven Williams,Male,53,Sales,Marketing Manager,3,3,2,3,4,6893,13,3,3,3,5,13,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00019,Joshua Rodriguez,Female,58,Engineering,Software Engineer,4,4,3,1,3,5012,20,0,14,3,18,7,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00020,Robert Jackson,Male,43,Support,Legal Counsel,2,2,2,1,2,4557,18,1,13,8,21,5,Non-Travel,Yes
EMP_COMP_GOOD_01855_00021,Kevin Davis,Female,47,Sales,IT Administrator,4,1,4,2,1,9654,12,3,3,3,10,7,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00022,Margaret Lewis,Male,34,Marketing,Data Scientist,2,4,2,3,4,6128,19,3,2,2,4,27,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00023,Linda Martin,Male,49,Engineering,Software Engineer,2,1,4,4,2,5323,22,2,12,4,18,20,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00024,Susan Thompson,Male,35,Support,Accountant,3,2,3,4,2,8843,21,2,4,4,8,13,Travel_Rarely,No
EMP_COMP_GOOD_01855_00025,Mark Walker,Female,38,Operations,Accountant,1,3,2,3,4,4454,13,0,1,0,11,6,Non-Travel,Yes
EMP_COMP_GOOD_01855_00026,Carol White,Male,46,Marketing,Operations Manager,3,2,4,1,3,12370,13,0,1,1,10,21,Non-Travel,No
EMP_COMP_GOOD_01855_00027,Charles Williams,Male,50,Marketing,Legal Counsel,4,1,4,2,4,4272,16,2,8,2,18,18,Travel_Frequently,No
EMP_COMP_GOOD_01855_00028,Barbara Walker,Male,45,Legal,HR Manager,1,4,3,1,3,14812,22,2,12,4,19,9,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00029,Brian Walker,Male,30,Sales,Marketing Manager,5,4,1,4,4,8613,12,3,14,8,15,16,Travel_Frequently,Yes
EMP_COMP_GOOD_01855_00030,Margaret Smith,Female,53,Operations,Software Engineer,4,1,1,1,3,10155,17,1,10,1,11,19,Non-Travel,Yes
EMP_COMP_GOOD_01855_00031,Jennifer Taylor,Female,40,Engineering,Accountant,3,2,3,1,1,8218,24,3,9,9,15,1,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00032,Barbara Robinson,Male,22,Human Resources,Research Scientist,5,2,3,1,3,10979,11,1,1,1,5,29,Non-Travel,No
EMP_COMP_GOOD_01855_00033,Kenneth Wilson,Male,41,Research and Development,Research Scientist,4,3,2,2,2,4527,11,3,7,5,10,9,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00034,Margaret Lewis,Female,36,Legal,Accountant,1,2,1,2,1,4941,19,3,12,7,22,11,Non-Travel,No
EMP_COMP_GOOD_01855_00035,David Jones,Male,53,Legal,Legal Counsel,1,1,3,1,3,5169,12,3,7,7,11,17,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00036,Thomas Walker,Female,46,Operations,Software Engineer,2,4,1,4,4,7210,13,3,6,2,6,7,Travel_Rarely,No
EMP_COMP_GOOD_01855_00037,Paul Martin,Female,25,Engineering,Data Scientist,3,2,4,4,2,4496,15,0,11,1,13,16,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00038,Ashley Lewis,Female,46,Legal,Financial Analyst,4,4,3,1,1,10854,22,3,7,7,7,6,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00039,Andrew Clark,Male,48,Marketing,Research Scientist,5,3,1,4,1,15506,16,0,2,2,12,18,Travel_Frequently,No
EMP_COMP_GOOD_01855_00040,Jennifer Harris,Male,45,Research and Development,Business Analyst,5,1,2,2,1,15259,25,0,13,10,15,3,Travel_Frequently,No
EMP_COMP_GOOD_01855_00041,Brian Johnson,Female,46,Engineering,Financial Analyst,3,1,1,3,1,12184,15,1,12,4,17,23,Travel_Rarely,Yes
EMP_COMP_GOOD_01855_00042,Christopher Hernandez,Male,32,Engineering,Sales Representative,3,4,4,2,1,10662,13,0,4,4,13,17,Non-Travel,No
EMP_COMP_GOOD_01855_00043,Joseph Rodriguez,Male,30,Marketing,Accountant,1,4,2,3,2,9167,19,3,3,3,6,14,Non-Travel,Yes
EMP_COMP_GOOD_01855_00044,Nancy Sanchez,Female,54,Sales,Research Scientist,5,1,1,1,3,7321,12,0,5,5,9,25,Non-Travel,No
EMP_COMP_GOOD_01855_00045,Thomas Clark,Male,42,Human Resources,Legal Counsel,3,4,2,4,1,5721,21,0,12,4,18,15,Non-Travel,No
EMP_COMP_GOOD_01855_00046,Paul Martin,Male,32,IT,HR Manager,3,2,1,3,2,7623,24,3,8,5,9,15,Non-Travel,Yes
