employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_01042_00001,Dorothy Davis,Female,31,IT,IT Administrator,2,4,2,3,2,5983,13,3,2,2,4,17,Travel_Frequently,No
EMP_COMP_BAD_01042_00002,Jennifer Lee,Male,54,Human Resources,Support Specialist,4,1,2,2,1,7968,22,2,12,0,15,23,Travel_Rarely,No
EMP_COMP_BAD_01042_00003,Kevin Hernandez,Male,36,Sales,Sales Representative,5,2,1,1,2,8635,24,3,9,7,17,4,Travel_Rarely,No
EMP_COMP_BAD_01042_00004,Jennifer Harris,Male,41,Engineering,Business Analyst,2,2,2,1,3,6999,23,3,9,3,17,16,Non-Travel,Yes
EMP_COMP_BAD_01042_00005,Joseph Robinson,Female,34,Operations,Data Scientist,3,4,4,1,3,7580,11,2,7,5,7,16,Travel_Frequently,Yes
EMP_COMP_BAD_01042_00006,Emily Brown,Male,56,Operations,HR Manager,5,1,3,1,2,6837,24,2,1,1,11,4,Travel_Frequently,Yes
EMP_COMP_BAD_01042_00007,Mary Johnson,Female,32,Research and Development,Product Manager,1,4,3,2,1,15665,11,1,1,1,9,25,Travel_Rarely,Yes
EMP_COMP_BAD_01042_00008,Sarah Hernandez,Male,36,Sales,Software Engineer,4,1,4,2,1,13254,14,1,0,0,3,2,Travel_Frequently,Yes
EMP_COMP_BAD_01042_00009,Joseph White,Male,27,Engineering,Sales Representative,1,3,3,2,1,11210,19,0,1,1,9,16,Non-Travel,No
EMP_COMP_BAD_01042_00010,Steven Gonzalez,Female,48,Finance,IT Administrator,3,4,1,1,3,8875,13,0,1,1,9,22,Non-Travel,No
EMP_COMP_BAD_01042_00011,Lisa Harris,Female,34,Operations,Marketing Manager,5,2,3,1,2,6415,18,3,6,6,13,15,Non-Travel,Yes
EMP_COMP_BAD_01042_00012,Lisa Garcia,Male,22,Human Resources,Legal Counsel,1,4,3,3,3,16460,15,3,5,5,5,19,Travel_Frequently,Yes
EMP_COMP_BAD_01042_00013,Steven Wilson,Female,48,Operations,Software Engineer,3,4,2,2,3,5976,16,2,2,2,5,17,Travel_Frequently,Yes
EMP_COMP_BAD_01042_00014,Susan Miller,Male,49,Research and Development,Software Engineer,1,2,1,4,2,6279,18,0,7,6,12,17,Non-Travel,No
EMP_COMP_BAD_01042_00015,Kenneth Jones,Female,51,Engineering,IT Administrator,5,2,2,1,1,13158,18,3,2,2,4,9,Non-Travel,Yes
EMP_COMP_BAD_01042_00016,Joseph Jones,Female,55,Human Resources,Marketing Manager,1,1,1,2,2,3602,12,3,4,0,10,18,Non-Travel,Yes
EMP_COMP_BAD_01042_00017,Jessica Taylor,Male,24,Legal,Software Engineer,3,2,4,4,1,16295,20,2,10,7,19,20,Travel_Rarely,No
EMP_COMP_BAD_01042_00018,Matthew Jackson,Male,48,Finance,Financial Analyst,5,2,3,4,1,9347,13,1,0,0,5,7,Travel_Frequently,No
EMP_COMP_BAD_01042_00019,Joshua Anderson,Male,39,Sales,Software Engineer,2,2,1,3,2,11635,23,1,7,7,17,16,Non-Travel,Yes
EMP_COMP_BAD_01042_00020,Nancy Sanchez,Male,28,Support,Data Scientist,1,1,2,4,1,5573,20,1,1,1,11,5,Travel_Frequently,No
