employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_02055_00001,David Williams,Female,55,Human Resources,Legal Counsel,2,2,1,4,2,12031,21,0,13,6,17,15,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00002,Linda Miller,Female,45,Finance,Accountant,2,1,1,1,3,8538,19,2,5,5,14,1,Non-Travel,Yes
EMP_COMP_GOOD_02055_00003,Richard Ramirez,Female,32,Operations,HR Manager,2,2,1,2,1,10975,18,3,0,0,2,3,Travel_Frequently,No
EMP_COMP_GOOD_02055_00004,Mark Garcia,Female,57,Legal,Support Specialist,3,1,3,4,1,10229,17,3,8,8,11,23,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00005,Susan Lewis,Female,44,Support,Marketing Manager,5,1,4,3,4,8885,11,1,9,3,11,1,Travel_Frequently,No
EMP_COMP_GOOD_02055_00006,Mark Brown,Female,36,Marketing,Financial Analyst,2,3,4,2,3,15132,16,1,15,7,21,6,Travel_Frequently,No
EMP_COMP_GOOD_02055_00007,Barbara Martin,Male,42,Finance,Support Specialist,5,4,4,2,2,9982,22,1,15,6,15,22,Non-Travel,No
EMP_COMP_GOOD_02055_00008,Kevin Martin,Male,57,Sales,Software Engineer,1,4,4,3,1,5866,21,1,6,6,10,27,Travel_Frequently,No
EMP_COMP_GOOD_02055_00009,Charles Walker,Male,57,Finance,Data Scientist,3,2,2,1,3,3500,22,3,6,6,10,25,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00010,Paul Taylor,Male,50,Operations,Accountant,5,4,4,3,2,10102,19,0,11,5,12,1,Non-Travel,No
EMP_COMP_GOOD_02055_00011,Elizabeth Brown,Male,52,Engineering,Financial Analyst,1,4,1,4,2,12247,14,2,7,6,8,4,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00012,Amanda Garcia,Female,34,Finance,IT Administrator,2,1,2,1,4,7028,23,2,11,2,18,22,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00013,Donald White,Female,51,Marketing,Research Scientist,3,2,1,2,1,6487,24,1,12,9,16,16,Travel_Rarely,No
EMP_COMP_GOOD_02055_00014,Susan Smith,Male,47,Operations,Business Analyst,1,1,4,3,2,9578,19,0,1,1,2,13,Non-Travel,Yes
EMP_COMP_GOOD_02055_00015,Linda Taylor,Male,42,IT,Research Scientist,1,3,4,1,1,6637,11,3,8,1,16,21,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00016,James Rodriguez,Male,25,Support,Legal Counsel,4,4,1,3,2,7141,13,2,12,0,18,18,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00017,Linda Jones,Male,54,Operations,Legal Counsel,4,1,4,4,3,6239,15,3,8,2,10,23,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00018,Michelle Hernandez,Female,32,Research and Development,Software Engineer,4,1,1,3,4,16279,22,1,8,0,14,29,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00019,Carol Smith,Male,55,Marketing,Marketing Manager,1,2,1,1,2,7204,18,1,4,4,6,10,Non-Travel,Yes
EMP_COMP_GOOD_02055_00020,Margaret Ramirez,Female,29,IT,Legal Counsel,5,2,4,1,4,10225,22,1,14,2,19,6,Travel_Frequently,No
EMP_COMP_GOOD_02055_00021,Donald Smith,Female,23,Engineering,HR Manager,3,3,1,3,2,15814,25,2,4,4,8,8,Travel_Rarely,No
EMP_COMP_GOOD_02055_00022,Susan Moore,Male,41,Sales,Operations Manager,3,4,2,1,1,14559,17,2,7,7,11,13,Non-Travel,Yes
EMP_COMP_GOOD_02055_00023,Amanda White,Male,46,Finance,Data Scientist,1,4,1,2,2,9210,25,1,13,0,17,21,Travel_Rarely,No
EMP_COMP_GOOD_02055_00024,Christopher Rodriguez,Male,22,Operations,Sales Representative,1,4,4,3,3,8940,15,1,14,10,16,15,Travel_Frequently,No
EMP_COMP_GOOD_02055_00025,Donald Perez,Male,39,Finance,Accountant,3,4,3,2,1,7734,23,0,1,1,6,14,Travel_Frequently,No
EMP_COMP_GOOD_02055_00026,David Johnson,Male,42,Research and Development,Operations Manager,4,4,1,3,1,15506,15,1,0,0,5,19,Non-Travel,No
EMP_COMP_GOOD_02055_00027,Michael Brown,Male,36,IT,Software Engineer,1,1,4,2,3,5074,22,1,9,5,14,17,Travel_Rarely,Yes
EMP_COMP_GOOD_02055_00028,Susan Perez,Female,27,Human Resources,Support Specialist,4,2,4,4,4,14646,21,2,15,8,16,28,Travel_Frequently,No
EMP_COMP_GOOD_02055_00029,Barbara Brown,Male,39,Research and Development,Business Analyst,4,2,4,1,3,6652,22,1,5,2,11,6,Non-Travel,No
EMP_COMP_GOOD_02055_00030,Joseph Thompson,Male,41,Support,Research Scientist,1,4,4,3,2,4987,15,0,1,1,3,17,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00031,Linda Hernandez,Male,47,Operations,Financial Analyst,1,3,3,1,3,6660,13,3,9,8,18,27,Non-Travel,No
EMP_COMP_GOOD_02055_00032,Ashley Martin,Male,35,Support,Operations Manager,4,2,4,3,2,8089,25,0,5,5,7,6,Non-Travel,No
EMP_COMP_GOOD_02055_00033,Barbara Smith,Female,39,Marketing,IT Administrator,5,2,4,2,4,10565,23,2,7,0,7,4,Travel_Frequently,No
EMP_COMP_GOOD_02055_00034,Melissa Jackson,Male,57,Support,Operations Manager,3,3,1,1,3,11664,20,0,7,3,8,18,Travel_Frequently,No
EMP_COMP_GOOD_02055_00035,Jennifer Lewis,Male,29,Legal,Research Scientist,2,1,4,1,2,3767,24,3,4,4,4,9,Non-Travel,No
EMP_COMP_GOOD_02055_00036,Robert Walker,Male,47,Finance,Data Scientist,3,4,4,3,1,6547,18,0,10,3,19,9,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00037,Emily Hernandez,Male,37,Marketing,Sales Representative,1,4,4,4,4,6243,21,2,13,3,21,19,Non-Travel,Yes
EMP_COMP_GOOD_02055_00038,Kenneth Smith,Male,42,Finance,Marketing Manager,4,3,4,1,2,10480,14,3,0,0,3,29,Travel_Rarely,No
EMP_COMP_GOOD_02055_00039,Thomas Perez,Female,37,Legal,Financial Analyst,2,2,1,2,1,15768,14,2,14,10,19,9,Non-Travel,No
EMP_COMP_GOOD_02055_00040,Robert Clark,Male,35,Finance,Sales Representative,2,2,3,3,4,14857,25,2,13,9,15,18,Non-Travel,No
EMP_COMP_GOOD_02055_00041,Emily Taylor,Male,53,Engineering,Sales Representative,2,4,3,2,2,11075,25,0,0,0,0,2,Travel_Frequently,Yes
EMP_COMP_GOOD_02055_00042,Daniel Jones,Female,31,Research and Development,Marketing Manager,4,4,2,4,4,6663,12,3,11,7,12,2,Non-Travel,No
EMP_COMP_GOOD_02055_00043,Barbara Jackson,Male,26,Human Resources,HR Manager,2,4,3,3,4,10380,20,2,2,2,9,27,Non-Travel,Yes
EMP_COMP_GOOD_02055_00044,Dorothy Moore,Male,42,Research and Development,IT Administrator,5,2,4,2,1,6066,14,1,13,8,16,2,Non-Travel,No
