employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_02027_00001,Margaret Moore,Female,47,IT,HR Manager,5,1,4,2,3,7002,14,1,4,0,9,19,Non-Travel,No
EMP_COMP_BAD_02027_00002,Emily Taylor,Female,58,Engineering,Business Analyst,3,2,1,3,2,13368,14,3,10,10,20,20,Travel_Frequently,No
EMP_COMP_BAD_02027_00003,Emily Williams,Male,43,Human Resources,IT Administrator,2,1,1,3,4,3960,25,3,2,2,12,2,Non-Travel,Yes
EMP_COMP_BAD_02027_00004,Susan Lewis,Male,33,Engineering,Marketing Manager,1,1,2,1,1,9677,17,2,6,5,6,15,Non-Travel,No
EMP_COMP_BAD_02027_00005,James Williams,Male,44,IT,Product Manager,1,2,2,1,4,13391,17,1,10,10,17,15,Travel_Frequently,No
EMP_COMP_BAD_02027_00006,David Miller,Male,22,Human Resources,Legal Counsel,3,1,4,4,2,9687,25,0,4,4,13,21,Travel_Frequently,Yes
EMP_COMP_BAD_02027_00007,Susan Martin,Female,22,Legal,IT Administrator,2,4,4,2,1,7025,12,3,10,6,18,28,Travel_Rarely,No
EMP_COMP_BAD_02027_00008,Jennifer Moore,Female,52,Operations,Data Scientist,1,2,1,1,4,7613,18,0,14,5,18,14,Non-Travel,Yes
EMP_COMP_BAD_02027_00009,Andrew Walker,Female,38,Finance,Sales Representative,3,1,3,4,1,15704,11,3,15,8,24,16,Travel_Rarely,No
EMP_COMP_BAD_02027_00010,Betty Lee,Male,54,Sales,Legal Counsel,3,4,2,2,1,11387,16,2,13,1,21,19,Non-Travel,No
EMP_COMP_BAD_02027_00011,Barbara Clark,Female,43,Legal,Marketing Manager,1,2,3,3,2,13167,22,0,0,0,2,20,Travel_Rarely,Yes
EMP_COMP_BAD_02027_00012,Charles Jackson,Male,24,Engineering,Research Scientist,1,4,1,4,4,7205,11,0,2,2,7,1,Non-Travel,Yes
EMP_COMP_BAD_02027_00013,Mark Lopez,Female,32,Human Resources,Data Scientist,5,2,2,3,2,9104,19,1,12,3,15,15,Non-Travel,Yes
EMP_COMP_BAD_02027_00014,Robert Ramirez,Male,34,Marketing,Marketing Manager,5,1,1,2,1,13396,13,1,6,0,16,13,Travel_Frequently,No
EMP_COMP_BAD_02027_00015,Joseph Smith,Male,33,Legal,Support Specialist,5,2,4,1,3,10865,24,3,0,0,7,21,Travel_Frequently,Yes
EMP_COMP_BAD_02027_00016,Robert Wilson,Female,54,Sales,Product Manager,2,4,1,4,3,14973,19,1,0,0,1,23,Travel_Frequently,Yes
EMP_COMP_BAD_02027_00017,Donald Clark,Male,36,Support,IT Administrator,4,3,1,1,4,8445,15,2,9,9,10,14,Travel_Frequently,Yes
EMP_COMP_BAD_02027_00018,Sandra Gonzalez,Female,26,Sales,IT Administrator,5,2,3,2,4,5266,20,0,0,0,8,25,Non-Travel,Yes
EMP_COMP_BAD_02027_00019,William Clark,Male,29,Sales,Accountant,5,3,3,2,3,7930,18,1,12,2,14,3,Travel_Frequently,Yes
EMP_COMP_BAD_02027_00020,Joshua Anderson,Male,56,Operations,Research Scientist,4,1,3,2,4,6157,24,1,11,10,21,10,Travel_Frequently,No
EMP_COMP_BAD_02027_00021,Joshua Perez,Male,58,Marketing,Software Engineer,2,4,3,1,2,5099,25,1,10,8,13,3,Travel_Rarely,Yes
EMP_COMP_BAD_02027_00022,Barbara Garcia,Male,58,Sales,IT Administrator,4,3,3,1,1,7568,19,3,13,4,16,11,Non-Travel,No
