employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_GOOD_00517_00001,Mark Lee,Male,27,Human Resources,Financial Analyst,2,2,2,2,1,4500,19,0,5,5,9,22,Travel_Frequently,Yes
EMP_COMP_GOOD_00517_00002,Kimberly Martin,Female,43,Finance,Operations Manager,5,3,1,4,2,10560,11,2,10,10,12,5,Travel_Rarely,No
EMP_COMP_GOOD_00517_00003,Karen Lee,Female,31,Marketing,Marketing Manager,4,3,3,4,4,6575,20,1,4,4,4,11,Travel_Frequently,No
EMP_COMP_GOOD_00517_00004,Carol Anderson,Male,34,Research and Development,Support Specialist,2,4,2,2,1,6687,14,1,2,2,3,17,Travel_Frequently,Yes
EMP_COMP_GOOD_00517_00005,Joseph Jones,Female,28,Research and Development,Financial Analyst,1,2,3,3,1,9576,16,1,12,4,12,18,Travel_Frequently,No
EMP_COMP_GOOD_00517_00006,Jessica Robinson,Male,45,Support,Data Scientist,1,3,2,1,2,15110,17,2,4,4,10,9,Travel_Rarely,Yes
EMP_COMP_GOOD_00517_00007,Nancy Miller,Female,52,Marketing,Financial Analyst,1,2,1,1,4,10325,20,0,13,2,17,18,Non-Travel,Yes
EMP_COMP_GOOD_00517_00008,Patricia Perez,Male,36,Finance,Support Specialist,5,3,3,4,4,11444,23,1,2,2,5,24,Travel_Frequently,No
EMP_COMP_GOOD_00517_00009,Brian Garcia,Male,55,Support,Marketing Manager,3,1,4,3,3,14863,11,2,12,8,14,7,Travel_Frequently,Yes
EMP_COMP_GOOD_00517_00010,James Robinson,Female,48,Marketing,Software Engineer,5,2,1,2,4,10117,17,1,0,0,9,9,Non-Travel,No
EMP_COMP_GOOD_00517_00011,Jessica Thompson,Female,37,Finance,Product Manager,5,2,3,4,1,4736,12,0,8,0,15,28,Non-Travel,No
EMP_COMP_GOOD_00517_00012,Richard Jones,Male,39,IT,Support Specialist,1,1,4,3,4,9741,13,1,13,4,22,23,Non-Travel,No
EMP_COMP_GOOD_00517_00013,Richard Rodriguez,Male,22,Marketing,Data Scientist,4,4,3,2,1,5967,19,0,8,2,14,26,Travel_Frequently,No
EMP_COMP_GOOD_00517_00014,Kimberly Martinez,Male,39,Operations,Accountant,2,1,1,2,2,12553,23,2,11,7,16,14,Non-Travel,No
EMP_COMP_GOOD_00517_00015,Emily Garcia,Female,46,Marketing,HR Manager,3,2,1,1,2,6492,23,3,2,0,5,10,Travel_Frequently,No
EMP_COMP_GOOD_00517_00016,Robert Thompson,Female,41,Human Resources,Financial Analyst,1,1,2,3,1,7053,15,1,14,8,20,2,Non-Travel,No
EMP_COMP_GOOD_00517_00017,George Lewis,Male,55,Finance,Data Scientist,5,3,1,1,3,13127,21,2,14,8,18,9,Travel_Rarely,No
EMP_COMP_GOOD_00517_00018,David Rodriguez,Male,24,Research and Development,Research Scientist,1,2,4,4,3,9035,25,3,5,4,10,21,Non-Travel,No
EMP_COMP_GOOD_00517_00019,Sarah Taylor,Male,30,Marketing,Support Specialist,1,3,1,1,3,5230,15,0,4,2,11,9,Travel_Frequently,No
EMP_COMP_GOOD_00517_00020,Brian Gonzalez,Female,44,Marketing,HR Manager,5,1,1,3,4,7601,21,1,15,6,16,27,Travel_Frequently,No
EMP_COMP_GOOD_00517_00021,Mark Lewis,Female,49,Engineering,Data Scientist,2,2,2,3,2,4469,22,1,3,3,12,6,Travel_Frequently,No
EMP_COMP_GOOD_00517_00022,Anthony Thomas,Male,35,Human Resources,Product Manager,5,4,2,3,3,15432,14,3,10,2,18,27,Non-Travel,Yes
EMP_COMP_GOOD_00517_00023,David Ramirez,Female,26,Operations,Data Scientist,5,3,2,2,2,7775,20,0,10,3,12,7,Travel_Rarely,Yes
