employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_00013_00001,Jennifer Wilson,Female,39,Research and Development,Accountant,2,3,2,2,2,6373,14,0,5,5,5,1,Travel_Frequently,No
EMP_COMP_BAD_00013_00002,Joshua Hernandez,Male,51,Legal,Support Specialist,4,3,4,2,2,11007,19,3,6,3,11,8,Non-Travel,Yes
EMP_COMP_BAD_00013_00003,Anthony Smith,Male,39,IT,Product Manager,4,1,2,4,4,10814,16,0,3,1,7,18,Travel_Frequently,No
EMP_COMP_BAD_00013_00004,Emily Wilson,Male,46,Legal,Legal Counsel,2,2,2,3,4,10434,21,1,7,0,7,23,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00005,William Thomas,Female,52,Operations,Software Engineer,2,3,3,1,2,9381,14,2,11,0,21,2,Travel_Frequently,No
EMP_COMP_BAD_00013_00006,Michael Smith,Male,36,Finance,IT Administrator,3,1,2,3,4,7001,20,0,7,7,11,6,Non-Travel,No
EMP_COMP_BAD_00013_00007,Paul Lopez,Male,33,Operations,Legal Counsel,5,4,4,4,4,15475,23,1,1,1,4,26,Non-Travel,Yes
EMP_COMP_BAD_00013_00008,Melissa Clark,Male,28,Support,IT Administrator,4,3,1,2,3,10389,11,3,4,4,5,6,Non-Travel,Yes
EMP_COMP_BAD_00013_00009,Dorothy Lopez,Female,58,IT,Business Analyst,2,3,1,1,2,4680,16,1,13,8,14,2,Travel_Rarely,Yes
EMP_COMP_BAD_00013_00010,Michelle Jones,Female,37,Engineering,Marketing Manager,3,1,1,4,4,12629,11,1,3,3,8,3,Non-Travel,Yes
EMP_COMP_BAD_00013_00011,Steven Walker,Male,26,Sales,HR Manager,5,4,4,4,1,8764,11,2,13,6,14,21,Non-Travel,No
EMP_COMP_BAD_00013_00012,Linda Lee,Male,50,Engineering,Sales Representative,5,2,2,4,2,5059,14,3,4,4,4,27,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00013,Brian Lee,Female,51,Marketing,Marketing Manager,1,4,1,2,3,11770,22,1,0,0,6,3,Non-Travel,Yes
EMP_COMP_BAD_00013_00014,Joshua Davis,Male,35,Legal,Research Scientist,3,4,3,4,4,11666,19,2,11,5,21,21,Travel_Frequently,No
EMP_COMP_BAD_00013_00015,Jennifer Johnson,Female,27,Operations,Sales Representative,1,2,1,1,2,8983,18,0,14,9,20,27,Travel_Frequently,No
EMP_COMP_BAD_00013_00016,Steven Hernandez,Male,56,Research and Development,Data Scientist,4,1,3,2,1,5861,22,3,14,6,23,6,Travel_Frequently,No
EMP_COMP_BAD_00013_00017,Betty Lopez,Male,24,IT,Software Engineer,3,2,3,4,4,6958,12,0,15,5,15,25,Travel_Rarely,No
EMP_COMP_BAD_00013_00018,Kenneth Jones,Male,53,Support,Sales Representative,4,4,1,1,2,14657,17,0,10,6,14,13,Travel_Frequently,No
EMP_COMP_BAD_00013_00019,Michael Perez,Male,57,Legal,Marketing Manager,5,3,1,4,3,3833,17,0,4,4,4,17,Travel_Rarely,No
EMP_COMP_BAD_00013_00020,Emily Harris,Male,36,Legal,Business Analyst,2,2,1,2,3,6190,24,3,7,6,10,12,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00021,Patricia Williams,Male,26,Human Resources,Product Manager,5,4,1,1,2,9463,23,1,0,0,7,29,Travel_Rarely,Yes
EMP_COMP_BAD_00013_00022,Michelle Anderson,Male,57,Research and Development,Legal Counsel,2,2,3,3,4,7517,15,1,10,6,14,21,Non-Travel,Yes
EMP_COMP_BAD_00013_00023,Thomas Walker,Female,35,Research and Development,HR Manager,2,2,1,4,4,10290,24,3,9,2,9,2,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00024,Melissa Thomas,Male,50,Sales,Sales Representative,2,4,4,2,2,4284,13,0,4,4,9,26,Travel_Rarely,Yes
EMP_COMP_BAD_00013_00025,Charles Davis,Female,43,Operations,Sales Representative,1,1,2,2,4,9375,21,1,3,3,3,7,Travel_Frequently,No
EMP_COMP_BAD_00013_00026,Donald Harris,Female,47,Finance,Research Scientist,4,1,3,3,4,5393,21,2,0,0,6,7,Travel_Rarely,Yes
EMP_COMP_BAD_00013_00027,Donald Gonzalez,Female,38,Human Resources,Software Engineer,4,3,1,4,1,8381,12,1,2,2,3,27,Travel_Rarely,No
EMP_COMP_BAD_00013_00028,Sarah White,Female,38,Finance,Data Scientist,1,2,4,4,3,4626,12,0,15,3,15,29,Non-Travel,Yes
EMP_COMP_BAD_00013_00029,Margaret Clark,Female,35,Support,Data Scientist,3,2,3,2,2,11409,22,1,5,3,9,25,Travel_Rarely,No
EMP_COMP_BAD_00013_00030,Paul Lewis,Male,42,IT,Software Engineer,3,3,1,4,1,5328,18,1,9,2,18,13,Non-Travel,Yes
EMP_COMP_BAD_00013_00031,Jessica Martin,Female,46,Finance,Marketing Manager,1,3,1,3,3,3713,23,1,0,0,0,25,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00032,Andrew Rodriguez,Female,22,IT,Product Manager,4,3,4,4,1,3678,24,1,13,1,20,26,Travel_Rarely,Yes
EMP_COMP_BAD_00013_00033,Christopher Perez,Male,55,Operations,Product Manager,5,3,3,1,3,4506,21,2,8,8,14,2,Travel_Frequently,No
EMP_COMP_BAD_00013_00034,Carol Thompson,Male,28,Engineering,Sales Representative,1,3,1,2,3,11255,19,0,1,1,11,17,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00035,Barbara Clark,Female,46,Marketing,HR Manager,4,4,4,1,3,9140,25,0,6,6,8,24,Non-Travel,No
EMP_COMP_BAD_00013_00036,Emily Martinez,Female,35,Marketing,Financial Analyst,1,4,4,3,4,7188,24,2,3,3,3,19,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00037,Steven Thomas,Female,28,Sales,HR Manager,5,1,2,2,3,11385,19,0,7,0,14,21,Travel_Frequently,Yes
EMP_COMP_BAD_00013_00038,Kimberly Ramirez,Female,55,Human Resources,Financial Analyst,2,4,4,1,4,6645,22,0,7,5,11,23,Non-Travel,Yes
EMP_COMP_BAD_00013_00039,William Anderson,Male,39,Sales,HR Manager,4,3,4,2,2,5355,22,1,10,1,10,17,Travel_Frequently,No
EMP_COMP_BAD_00013_00040,Thomas Martinez,Male,36,Operations,Software Engineer,5,3,4,2,4,9291,19,1,8,5,18,13,Travel_Rarely,No
