employee_id,name,gender,age,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time
EMP_COMP_BAD_02890_00001,Matthew Wilson,Female,56,Marketing,Software Engineer,4,2,2,4,3,10624,13,0,6,5,8,10,Non-Travel,No
EMP_COMP_BAD_02890_00002,Michael Robinson,Male,26,Operations,Data Scientist,1,2,1,2,3,10394,19,0,6,1,14,24,Travel_Frequently,No
EMP_COMP_BAD_02890_00003,William Thompson,Female,48,Sales,Accountant,2,3,2,2,2,6416,17,2,8,2,14,4,Non-Travel,No
EMP_COMP_BAD_02890_00004,George Clark,Male,42,Marketing,Operations Manager,1,4,4,1,3,11735,20,3,0,0,3,10,Non-Travel,No
EMP_COMP_BAD_02890_00005,Matthew Gonzalez,Male,52,Human Resources,Marketing Manager,5,3,1,3,1,6729,21,2,1,1,2,22,Non-Travel,No
EMP_COMP_BAD_02890_00006,Joseph Jackson,Male,32,Support,Support Specialist,3,4,2,1,2,10511,19,1,5,4,15,7,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00007,William Brown,Male,29,Finance,Accountant,5,3,1,2,1,9527,16,0,14,10,16,1,Travel_Rarely,No
EMP_COMP_BAD_02890_00008,Richard Williams,Female,37,Engineering,Operations Manager,3,4,1,2,2,7187,16,3,15,4,17,19,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00009,Karen Taylor,Female,26,Human Resources,Sales Representative,1,4,3,2,4,12781,12,3,0,0,8,18,Non-Travel,No
EMP_COMP_BAD_02890_00010,Daniel Robinson,Male,41,Support,IT Administrator,2,1,2,3,2,8172,23,3,6,2,14,14,Non-Travel,Yes
EMP_COMP_BAD_02890_00011,John Moore,Male,24,Research and Development,Support Specialist,2,3,3,4,1,5738,20,0,2,2,10,2,Travel_Frequently,No
EMP_COMP_BAD_02890_00012,Sarah Gonzalez,Male,38,Marketing,Operations Manager,3,3,3,2,1,7616,20,3,15,4,15,15,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00013,Daniel Garcia,Female,33,Sales,Support Specialist,3,3,1,3,2,8485,15,3,14,8,22,16,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00014,Brian Wilson,Male,45,Operations,Operations Manager,2,2,3,2,2,16151,25,2,7,6,8,27,Non-Travel,Yes
EMP_COMP_BAD_02890_00015,Sandra Ramirez,Female,53,Human Resources,Marketing Manager,4,1,2,4,2,7236,13,2,4,0,7,7,Non-Travel,No
EMP_COMP_BAD_02890_00016,Donald Jones,Male,29,Research and Development,IT Administrator,4,1,3,1,3,5601,13,0,13,3,15,6,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00017,Ashley Johnson,Male,22,Research and Development,Financial Analyst,5,2,1,1,1,16137,14,0,7,0,15,12,Travel_Frequently,No
EMP_COMP_BAD_02890_00018,Betty Lopez,Female,36,Support,Marketing Manager,3,2,3,3,3,4049,25,1,6,5,6,10,Non-Travel,No
EMP_COMP_BAD_02890_00019,Paul Rodriguez,Female,28,Marketing,Support Specialist,3,4,4,2,2,7559,21,3,4,2,8,25,Travel_Frequently,No
EMP_COMP_BAD_02890_00020,Amanda Moore,Male,56,Support,Financial Analyst,4,4,1,1,2,11431,17,0,1,1,3,28,Travel_Rarely,Yes
EMP_COMP_BAD_02890_00021,Ashley White,Male,40,IT,Operations Manager,1,2,2,2,1,8827,15,1,2,1,8,29,Non-Travel,No
EMP_COMP_BAD_02890_00022,Kenneth Brown,Female,56,Engineering,HR Manager,5,4,3,2,4,9024,16,1,1,1,2,18,Travel_Frequently,Yes
EMP_COMP_BAD_02890_00023,Sarah Robinson,Male,23,Marketing,Legal Counsel,5,3,1,3,2,6266,22,2,1,1,6,12,Non-Travel,No
EMP_COMP_BAD_02890_00024,Steven Moore,Male,57,Human Resources,Software Engineer,4,3,3,4,2,6356,18,3,5,4,15,16,Non-Travel,Yes
EMP_COMP_BAD_02890_00025,Christopher Taylor,Female,40,Research and Development,Sales Representative,2,4,3,4,4,11648,15,2,5,3,10,8,Travel_Rarely,No
EMP_COMP_BAD_02890_00026,Jessica Brown,Female,33,Support,HR Manager,5,2,3,1,3,10229,21,1,14,0,20,5,Travel_Frequently,Yes
EMP_COMP_BAD_02890_00027,Matthew Thompson,Male,36,Sales,Product Manager,4,3,4,4,2,10423,12,1,4,3,6,14,Travel_Rarely,No
EMP_COMP_BAD_02890_00028,Andrew Jones,Female,43,Support,Marketing Manager,1,4,2,3,4,3566,17,1,11,1,15,14,Non-Travel,No
EMP_COMP_BAD_02890_00029,Jennifer Johnson,Male,53,Research and Development,Data Scientist,4,2,2,1,4,9660,22,2,8,0,17,14,Non-Travel,No
EMP_COMP_BAD_02890_00030,David Ramirez,Female,31,Engineering,Marketing Manager,3,3,2,1,1,3968,17,0,8,5,8,12,Non-Travel,Yes
